parado,gedad,nforma3,prov
0,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est primarios o menos,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 35 a 54,Est primarios o menos,Murcia
0,55 o más,Est primarios o menos,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
1,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est primarios o menos,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est primarios o menos,Murcia
1,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est primarios o menos,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
1,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est primarios o menos,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est primarios o menos,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est primarios o menos,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,55 o más,Est primarios o menos,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
1,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
1,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est primarios o menos,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
1,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,De 16 a 34,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
0,De 35 a 54,Est. Universitarios,Murcia
0,De 35 a 54,Est. Secundarios,Murcia
1,De 35 a 54,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
0,55 o más,Est. Secundarios,Murcia
